unit,status,no_rooms,no_bath,area(ftsq),id
#802,"Off-Market on 08/10/2015 at $2,943",studio,1 bath,453 ftsq,776583
#803,"Off-Market on 06/27/2018 at $2,940",studio,1 bath,495 ftsq,776583
#804,"Off-Market on 04/25/2017 at $3,818",studio,1 bath,818 ftsq,776583
#805,"Off-Market on 02/29/2016 at $3,623",studio,1 bath,889 ftsq,776583
#806,"Off-Market on 06/14/2016 at $3,665",1 bed,1 bath,674 ftsq,776583
#808,"Off-Market on 09/02/2015 at $3,429",studio,1 bath,591 ftsq,776583
#809,"Off-Market on 07/09/2017 at $3,425",studio,1 bath,618 ftsq,776583
#810,"Off-Market on 07/08/2017 at $3,428",1 bed,1 bath,576 ftsq,776583
#811,"Off-Market on 10/15/2014 at $5,497",2 beds,2 baths,"1,080 ftsq",776583
#812,"Off-Market on 04/28/2018 at $3,875",1 bed,1 bath,678 ftsq,776583
#813,"Off-Market on 03/08/2017 at $3,544",studio,1 bath,675 ftsq,776583
#814,"Off-Market on 03/21/2014 at $3,300",3 beds,1 bath,850 ftsq,776583
#815,"Off-Market on 09/27/2016 at $2,835",studio,1 bath,487 ftsq,776583
#818,"Off-Market on 01/09/2015 at $2,694",studio,1 bath,464 ftsq,776583
#819,"Off-Market on 05/16/2017 at $2,877",studio,1 bath,472 ftsq,776583
#820,"Off-Market on 02/22/2013 at $2,695",studio,1 bath,473 ftsq,776583
#821,"Off-Market on 05/17/2018 at $3,098",studio,1 bath,557 ftsq,776583
#823,"Off-Market on 10/29/2014 at $3,992",1 bed,1 bath,818 ftsq,776583
#825,"Off-Market on 07/31/2018 at $3,229",1 bed,1 bath,623 ftsq,776583
#901,"Off-Market on 04/09/2016 at $3,028",studio,1 bath,551 ftsq,776583
#902,"Off-Market on 09/20/2018 at $2,909",studio,1 bath,453 ftsq,776583
#904,"Off-Market on 11/25/2014 at $3,741",studio,1 bath,818 ftsq,776583
#905,"Off-Market on 11/16/2015 at $4,030",studio,1 bath,889 ftsq,776583
#906,"Off-Market on 03/23/2013 at $3,490",1 bed,1 bath,674 ftsq,776583
#907,"Off-Market on 05/29/2018 at $5,535",2 beds,2 baths,"1,079 ftsq",776583
#909,"Off-Market on 07/02/2016 at $3,342",studio,1 bath,618 ftsq,776583
#911,"Off-Market on 08/06/2014 at $5,496",2 beds,2 baths,"1,080 ftsq",776583
#912,"Off-Market on 07/26/2016 at $3,932",1 bed,1 bath,678 ftsq,776583
#913,"Off-Market on 05/29/2015 at $3,503",studio,1 bath,675 ftsq,776583
#916,"Off-Market on 03/31/2015 at $2,880",studio,1 bath,487 ftsq,776583
#917,"Off-Market on 01/25/2015 at $2,815",studio,1 bath,475 ftsq,776583
#918,"Off-Market on 03/13/2018 at $2,910",studio,1 bath,464 ftsq,776583
#920,"Off-Market on 07/10/2015 at $2,990",studio,1 bath,473 ftsq,776583
#922,"Off-Market on 05/14/2016 at $4,865",1 bed,1 bath,947 ftsq,776583
#923,"Off-Market on 02/22/2013 at $3,765",1 bed,1 bath,818 ftsq,776583
#924,"Listed for rent at $3,498",studio,1 bath,825 ftsq,776583
#925,"Off-Market on 08/03/2018 at $3,334",studio,1 bath,623 ftsq,776583
NA_2019,Off-Market,,,,776583
NA_2416,Off-Market,,,,776583
NA_3209,Off-Market,,,,776583
NA_3923,Off-Market,,,,776583
NA_9053,Off-Market,,,,776583
NA_9169,Off-Market,,,,776583
NA_9247,Off-Market,,,,776583
#1001,"Off-Market on 02/11/2017 at $3,270",2 beds,1 bath,551 ftsq,776583
NA_12897,Off-Market,,,,776583
#1003,"Off-Market on 09/07/2011 at $2,600",studio,1 bath,,776583
#1004,"Off-Market on 05/23/2018 at $3,840",2 beds,1 bath,818 ftsq,776583
#1005,"Listed for rent at $4,153",studio,1 bath,889 ftsq,776583
#1006,"Off-Market on 12/11/2018 at $3,900",1 bed,1 bath,674 ftsq,776583
#1006A,"Off-Market on 01/09/2013 at $3,555",1 bed,1 bath,674 ftsq,776583
#1007,"Off-Market on 09/20/2018 at $5,902",2 beds,2 baths,"1,079 ftsq",776583
#1008,"Off-Market on 06/08/2018 at $3,205",studio,1 bath,591 ftsq,776583
#1009,"Listed for rent at $3,458",1 bed,1 bath,618 ftsq,776583
NA_99245,Off-Market,,,,776583
#1010,"Off-Market on 04/07/2017 at $3,318",studio,1 bath,576 ftsq,776583
#1011,"Off-Market on 12/14/2015 at $5,304",2 beds,2 baths,"1,080 ftsq",776583
#1012,"Off-Market on 03/12/2018 at $3,790",1 bed,1 bath,678 ftsq,776583
NA_124176,Off-Market,,,,776583
#1013,"Off-Market on 07/24/2017 at $3,975",studio,1 bath,675 ftsq,776583
#1014,"Off-Market on 12/10/2013 at $5,065",studio,1 bath,694 ftsq,776583
NA_147339,Off-Market,,,,776583
NA_154045,Off-Market,,,,776583
#1016,"Off-Market on 06/18/2015 at $2,951",studio,1 bath,487 ftsq,776583
#1017,"Off-Market on 11/30/2010 at $2,300",studio,1 bath,,776583
NA_173793,Off-Market,,,,776583
#1018,"Off-Market on 07/18/2016 at $2,655",studio,1 bath,464 ftsq,776583
#1019,"Off-Market on 01/11/2018 at $2,884",studio,1 bath,472 ftsq,776583
#1021,"Off-Market on 05/14/2016 at $2,988",studio,1 bath,557 ftsq,776583
#1022,"Off-Market on 07/26/2018 at $4,995",1 bed,1 bath,947 ftsq,776583
#1024,"Off-Market on 04/07/2017 at $3,639",studio,1 bath,825 ftsq,776583
#1025,"Off-Market on 01/30/2017 at $3,079",studio,1 bath,623 ftsq,776583
#1101,"Off-Market on 07/14/2018 at $3,248",studio,1 bath,551 ftsq,776583
#1102,"Off-Market on 06/17/2014 at $2,683",studio,1 bath,453 ftsq,776583
#1103,"Off-Market on 08/04/2017 at $2,962",studio,1 bath,495 ftsq,776583
#1104,"Off-Market on 05/31/2018 at $3,761",studio,1 bath,818 ftsq,776583
#1105,Off-Market,,,,776583
#1106,"Off-Market on 02/15/2016 at $3,941",1 bed,1 bath,674 ftsq,776583
#1107,"Off-Market on 08/21/2018 at $5,871",2 beds,2 baths,"1,079 ftsq",776583
#1108,"Off-Market on 08/08/2017 at $3,519",studio,1 bath,591 ftsq,776583
#1109,"Off-Market on 08/14/2018 at $3,282",studio,1 bath,618 ftsq,776583
#1110,"Off-Market on 11/07/2017 at $3,490",studio,1 bath,576 ftsq,776583
#1112,"Off-Market on 06/27/2018 at $3,955",1 bed,1 bath,678 ftsq,776583
#1113,"Off-Market on 06/16/2018 at $3,565",studio,1 bath,675 ftsq,776583
#1116,"Off-Market on 05/18/2018 at $2,885",studio,1 bath,487 ftsq,776583
#1117,"Off-Market on 10/07/2014 at $2,890",studio,1 bath,475 ftsq,776583
#1118,"Off-Market on 01/11/2018 at $2,899",studio,1 bath,464 ftsq,776583
#1119,"Off-Market on 10/01/2018 at $3,025",studio,1 bath,472 ftsq,776583
#1121,"Off-Market on 01/10/2015 at $3,110",studio,1 bath,557 ftsq,776583
#1122,"Off-Market on 12/07/2018 at $5,404",1 bed,1 bath,947 ftsq,776583
#1123,"Off-Market on 06/20/2016 at $3,720",1 bed,1 bath,818 ftsq,776583
#1124,"Off-Market on 06/05/2018 at $3,410",studio,1 bath,825 ftsq,776583
#1125,"Off-Market on 06/27/2018 at $3,345",1 bed,1 bath,623 ftsq,776583
#1201,"Off-Market on 07/03/2018 at $3,373",1 bed,1 bath,551 ftsq,776583
#1202,"Off-Market on 05/30/2017 at $2,757",studio,1 bath,453 ftsq,776583
#1203,"Off-Market on 05/17/2018 at $2,967",studio,1 bath,495 ftsq,776583
#1205,"Off-Market on 01/17/2018 at $3,883",1 bed,1 bath,889 ftsq,776583
#1206,Off-Market,,,,776583
#1207,"Off-Market on 11/10/2017 at $5,774",2 beds,2 baths,"1,079 ftsq",776583
#1208,Off-Market,,,,776583
#1210,"Off-Market on 03/31/2017 at $3,300",studio,1 bath,576 ftsq,776583
#1211,"Off-Market on 09/06/2016 at $5,674",2 beds,2 baths,"1,080 ftsq",776583
#1212,"Off-Market on 10/20/2016 at $3,885",2 beds,1 bath,,776583
#1213,"Off-Market on 01/07/2015 at $3,267",studio,1 bath,675 ftsq,776583
#1214,Off-Market,,,,776583
#1218,"Off-Market on 08/25/2018 at $2,951",studio,1 bath,464 ftsq,776583
#1219,"Off-Market on 06/16/2018 at $2,855",studio,1 bath,472 ftsq,776583
#1220,"Off-Market on 01/23/2018 at $2,890",studio,1 bath,473 ftsq,776583
#1221,"Off-Market on 05/10/2013 at $3,881",studio,1 bath,557 ftsq,776583
#1222,"Off-Market on 05/11/2013 at $6,185",1 bed,1 bath,947 ftsq,776583
#1223,"Off-Market on 12/10/2014 at $3,740",1 bed,1 bath,818 ftsq,776583
#1224,"Off-Market on 04/26/2018 at $3,415",studio,1 bath,825 ftsq,776583
#1225,"Off-Market on 06/01/2016 at $3,341",studio,1 bath,623 ftsq,776583
#1401,"Off-Market on 08/08/2014 at $2,919",studio,1 bath,551 ftsq,776583
#1402,"Off-Market on 06/27/2018 at $2,870",studio,1 bath,453 ftsq,776583
#1403,"Off-Market on 09/06/2016 at $2,870",studio,1 bath,495 ftsq,776583
#1404,"Off-Market on 09/10/2018 at $3,941",studio,1 bath,818 ftsq,776583
#1405,"Off-Market on 05/15/2018 at $3,680",studio,1 bath,889 ftsq,776583
#1407,"Off-Market on 06/05/2018 at $5,585",2 beds,2 baths,"1,079 ftsq",776583
#1408,"Off-Market on 02/17/2013 at $2,960",studio,1 bath,591 ftsq,776583
#1409,"Off-Market on 06/28/2017 at $3,400",studio,1 bath,618 ftsq,776583
#1410,"Off-Market on 05/16/2016 at $3,023",studio,1 bath,576 ftsq,776583
#1411,"Off-Market on 05/26/2018 at $5,595",2 beds,2 baths,"1,080 ftsq",776583
#1412,"Off-Market on 06/27/2018 at $4,035",1 bed,1 bath,678 ftsq,776583
#1413,"Off-Market on 07/24/2018 at $3,620",studio,1 bath,675 ftsq,776583
#1415,"Off-Market on 09/06/2017 at $2,846",studio,1 bath,487 ftsq,776583
#1416,"Off-Market on 09/10/2018 at $3,016",studio,1 bath,487 ftsq,776583
#1417,"Off-Market on 04/17/2018 at $2,995",studio,1 bath,475 ftsq,776583
#1418,Off-Market,,,,776583
#1419,"Off-Market on 07/13/2016 at $2,805",studio,1 bath,472 ftsq,776583
#1420,"Off-Market on 11/27/2018 at $3,113",studio,1 bath,473 ftsq,776583
#1421,"Off-Market on 07/03/2018 at $3,173",studio,1 bath,557 ftsq,776583
#1423,"Off-Market on 02/15/2018 at $3,890",1 bed,1 bath,818 ftsq,776583
#1424,"Off-Market on 04/24/2018 at $3,410",studio,1 bath,825 ftsq,776583
#1425,Off-Market,,,,776583
#1504,"Off-Market on 07/05/2018 at $3,940",2 beds,1 bath,818 ftsq,776583
#1507,"Off-Market on 07/26/2017 at $6,399",2 beds,2 baths,"1,079 ftsq",776583
#1508,"Off-Market on 07/24/2017 at $3,428",studio,1 bath,591 ftsq,776583
#1509,"Off-Market on 02/26/2018 at $3,175",studio,1 bath,618 ftsq,776583
#1512,"Off-Market on 08/31/2017 at $3,770",1 bed,1 bath,678 ftsq,776583
#1513,"Off-Market on 06/16/2018 at $3,620",studio,1 bath,675 ftsq,776583
#1514,"Off-Market on 09/27/2016 at $3,764",studio,1 bath,694 ftsq,776583
#1516,"Off-Market on 08/07/2017 at $2,979",studio,1 bath,487 ftsq,776583
#1517,"Off-Market on 09/08/2014 at $2,824",studio,1 bath,475 ftsq,776583
#1519,"Off-Market on 08/15/2017 at $2,795",studio,1 bath,464 ftsq,776583
#1520,"Off-Market on 06/09/2018 at $2,795",studio,1 bath,476 ftsq,776583
#1521,"Off-Market on 12/23/2016 at $3,240",studio,1 bath,,776583
#1522,"Off-Market on 07/29/2017 at $5,340",2 beds,1 bath,947 ftsq,776583
#1523,"Off-Market on 05/04/2018 at $3,995",1 bed,1 bath,818 ftsq,776583
#1601,"Off-Market on 10/13/2016 at $3,279",studio,1 bath,551 ftsq,776583
#1602,"Off-Market on 09/10/2018 at $2,919",studio,1 bath,453 ftsq,776583
#1603,"Off-Market on 06/02/2018 at $2,854",studio,1 bath,494 ftsq,776583
#1604,"Off-Market on 01/23/2017 at $3,670",studio,1 bath,966 ftsq,776583
#1605,"Off-Market on 07/26/2018 at $4,006",studio,1 bath,996 ftsq,776583
#1612,"Off-Market on 10/25/2017 at $3,499",studio,1 bath,703 ftsq,776583
#1613,"Off-Market on 04/23/2015 at $3,354",studio,1 bath,618 ftsq,776583
#1614,"Off-Market on 08/15/2014 at $3,595",1 bed,1 bath,827 ftsq,776583
#1615,"Off-Market on 02/06/2018 at $3,848",studio,1 bath,822 ftsq,776583
#1617,"Off-Market on 12/16/2015 at $3,907",studio,1 bath,827 ftsq,776583
#1618,"Off-Market on 04/18/2018 at $3,395",studio,1 bath,686 ftsq,776583
#1619,"Off-Market on 07/01/2015 at $4,144",studio,1 bath,991 ftsq,776583
#1701,"Off-Market on 05/05/2018 at $2,830",studio,1 bath,467 ftsq,776583
#1702,"Off-Market on 05/03/2016 at $2,715",studio,1 bath,444 ftsq,776583
#1703,"Off-Market on 09/17/2018 at $2,974",studio,1 bath,454 ftsq,776583
#1704,"Off-Market on 05/03/2018 at $3,515",studio,1 bath,815 ftsq,776583
#1705,"Off-Market on 07/20/2011 at $2,977",studio,1 bath,899 ftsq,776583
#1706,"Off-Market on 05/04/2018 at $3,133",studio,1 bath,526 ftsq,776583
#1707,"Off-Market on 07/12/2017 at $5,504",2 beds,2 baths,"1,075 ftsq",776583
#1708,"Off-Market on 05/10/2017 at $3,355",studio,1 bath,575 ftsq,776583
#1709,"Off-Market on 05/15/2016 at $3,131",studio,1 bath,582 ftsq,776583
#1710,"Off-Market on 06/04/2016 at $3,230",studio,1 bath,583 ftsq,776583
#1711,"Off-Market on 08/30/2017 at $3,356",studio,1 bath,578 ftsq,776583
#1713,"Off-Market on 05/22/2017 at $3,958",studio,1 bath,826 ftsq,776583
#1714,"Off-Market on 08/25/2017 at $3,694",2 beds,1 bath,766 ftsq,776583
#1715,"Off-Market on 08/12/2016 at $3,219",studio,1 bath,533 ftsq,776583
#1716,"Off-Market on 08/31/2017 at $2,894",studio,1 bath,475 ftsq,776583
#1717,"Off-Market on 12/10/2015 at $2,875",studio,1 bath,480 ftsq,776583
#1718,"Off-Market on 09/09/2015 at $3,327",studio,1 bath,636 ftsq,776583
#1719,"Off-Market on 06/13/2018 at $3,270",studio,1 bath,616 ftsq,776583
#1721,"Off-Market on 04/17/2016 at $3,795",1 bed,1 bath,711 ftsq,776583
#1722,"Off-Market on 08/07/2018 at $5,596",2 beds,2 baths,"1,022 ftsq",776583
#1723,"Off-Market on 06/16/2018 at $3,125",studio,1 bath,556 ftsq,776583
#1724,"Off-Market on 09/13/2017 at $3,911",studio,1 bath,931 ftsq,776583
#1725,"Off-Market on 05/19/2017 at $3,995",studio,1 bath,943 ftsq,776583
#1801,"Listed for rent at $3,058",studio,1 bath,467 ftsq,776583
#1802,"Off-Market on 08/13/2016 at $2,881",studio,1 bath,444 ftsq,776583
#1803,"Off-Market on 06/12/2018 at $2,825",studio,1 bath,454 ftsq,776583
#1804,"Off-Market on 04/05/2016 at $3,505",studio,1 bath,815 ftsq,776583
#1805,"Off-Market on 04/12/2018 at $3,478",studio,1 bath,780 ftsq,776583
#1807,"Off-Market on 03/27/2018 at $5,028",2 beds,1 bath,"1,075 ftsq",776583
#1808,"Off-Market on 08/21/2014 at $3,062",studio,1 bath,,776583
#1809,"Off-Market on 04/20/2015 at $3,224",studio,1 bath,582 ftsq,776583
#1810,"Off-Market on 07/19/2018 at $3,270",2 beds,1 bath,583 ftsq,776583
#1811,"Off-Market on 03/25/2013 at $3,059",studio,1 bath,578 ftsq,776583
#1812,"Off-Market on 07/08/2015 at $6,197",2 beds,2 baths,"1,310 ftsq",776583
#1813,"Off-Market on 09/20/2017 at $3,779",studio,1 bath,826 ftsq,776583
#1814,"Off-Market on 04/05/2018 at $3,668",studio,1 bath,766 ftsq,776583
#1815,"Off-Market on 01/02/2018 at $3,149",studio,1 bath,533 ftsq,776583
#1818,"Off-Market on 05/19/2017 at $3,075",studio,1 bath,636 ftsq,776583
#1819,"Off-Market on 03/15/2018 at $3,210",studio,1 bath,616 ftsq,776583
#1820,Off-Market,,,,776583
#1821,"Off-Market on 06/15/2018 at $3,995",1 bed,1 bath,711 ftsq,776583
#1822,"Off-Market on 07/26/2018 at $5,545",2 beds,2 baths,"1,022 ftsq",776583
#1823,"Off-Market on 04/24/2018 at $3,150",studio,1 bath,556 ftsq,776583
#1824,"Off-Market on 03/23/2018 at $3,740",studio,1 bath,931 ftsq,776583
#1825,"Off-Market on 06/02/2018 at $3,710",studio,1 bath,943 ftsq,776583
#1901,"Off-Market on 07/07/2018 at $2,880",studio,1 bath,467 ftsq,776583
#1902,"Off-Market on 03/19/2013 at $2,610",studio,1 bath,444 ftsq,776583
#1903,"Off-Market on 02/26/2015 at $2,907",studio,1 bath,454 ftsq,776583
#1904,"Off-Market on 12/02/2016 at $3,713",studio,1 bath,815 ftsq,776583
#1905,"Off-Market on 05/01/2014 at $3,324",studio,1 bath,780 ftsq,776583
#1907,"Off-Market on 04/17/2009 at $5,665",2 beds,1 bath,,776583
#1908,"Off-Market on 07/21/2018 at $3,203",studio,1 bath,575 ftsq,776583
#1909,"Off-Market on 10/09/2015 at $3,429",studio,1 bath,582 ftsq,776583
#1910,"Off-Market on 05/16/2018 at $3,181",studio,1 bath,583 ftsq,776583
#1911,"Off-Market on 03/04/2016 at $3,026",studio,1 bath,578 ftsq,776583
#1912,"Off-Market on 05/07/2014 at $5,628",2 beds,2 baths,"1,310 ftsq",776583
#1913,"Off-Market on 05/27/2016 at $3,970",studio,1 bath,826 ftsq,776583
#1914,"Off-Market on 07/19/2017 at $3,927",studio,1 bath,766 ftsq,776583
#1915,"Off-Market on 10/03/2017 at $3,232",studio,1 bath,533 ftsq,776583
#1916,"Off-Market on 12/02/2016 at $2,806",studio,1 bath,475 ftsq,776583
#1917,"Off-Market on 06/11/2018 at $2,860",studio,1 bath,480 ftsq,776583
#1918,"Off-Market on 08/17/2015 at $3,372",studio,1 bath,636 ftsq,776583
#1919,"Off-Market on 07/24/2018 at $3,290",studio,1 bath,616 ftsq,776583
#1920,"Off-Market on 03/07/2018 at $2,930",studio,1 bath,470 ftsq,776583
#1921,"Off-Market on 09/04/2015 at $4,117",1 bed,1 bath,711 ftsq,776583
#1922,"Off-Market on 02/23/2017 at $5,389",2 beds,2 baths,"1,022 ftsq",776583
#1923,"Off-Market on 08/04/2017 at $3,269",1 bed,1 bath,556 ftsq,776583
#1924,"Off-Market on 07/03/2015 at $3,990",studio,1 bath,931 ftsq,776583
#1925,"Off-Market on 05/19/2017 at $3,995",studio,1 bath,943 ftsq,776583
#2002,"Off-Market on 06/17/2017 at $2,797",studio,1 bath,444 ftsq,776583
#2003,"Off-Market on 03/12/2018 at $2,955",studio,1 bath,454 ftsq,776583
#2004,"Off-Market on 05/27/2016 at $3,623",studio,1 bath,815 ftsq,776583
#2005,"Off-Market on 05/05/2018 at $3,475",studio,1 bath,780 ftsq,776583
#2006,"Off-Market on 04/28/2018 at $3,147",studio,1 bath,526 ftsq,776583
#2007,"Off-Market on 08/02/2018 at $5,285",2 beds,1 bath,"1,075 ftsq",776583
#2008,"Off-Market on 12/11/2018 at $3,300",studio,1 bath,575 ftsq,776583
#2009,"Off-Market on 02/28/2018 at $3,220",studio,1 bath,582 ftsq,776583
#2010,"Off-Market on 08/04/2017 at $3,410",studio,1 bath,583 ftsq,776583
#2012,"Off-Market on 08/20/2018 at $6,114",2 beds,2 baths,"1,310 ftsq",776583
#2013,"Off-Market on 02/28/2018 at $3,793",studio,1 bath,826 ftsq,776583
#2014,"Off-Market on 01/09/2014 at $3,413",studio,1 bath,766 ftsq,776583
#2015,"Off-Market on 05/31/2018 at $3,143",studio,1 bath,533 ftsq,776583
#2016,"Off-Market on 05/08/2018 at $2,840",studio,1 bath,475 ftsq,776583
#2017,"Off-Market on 09/30/2014 at $2,944",studio,1 bath,480 ftsq,776583
#2018,"Off-Market on 01/17/2018 at $3,121",studio,1 bath,636 ftsq,776583
#2019,"Off-Market on 06/26/2014 at $3,219",studio,1 bath,616 ftsq,776583
#2020,"Off-Market on 10/07/2014 at $2,875",studio,1 bath,470 ftsq,776583
#2021,"Off-Market on 06/13/2018 at $4,005",1 bed,1 bath,711 ftsq,776583
#2022,"Off-Market on 07/24/2017 at $5,898",2 beds,2 baths,"1,022 ftsq",776583
#2023,"Off-Market on 08/04/2017 at $3,269",studio,1 bath,556 ftsq,776583
#2024,"Off-Market on 08/15/2018 at $3,956",studio,1 bath,931 ftsq,776583
#2025,"Off-Market on 01/06/2017 at $3,730",studio,1 bath,943 ftsq,776583
#2102,"Off-Market on 07/03/2018 at $2,895",studio,1 bath,444 ftsq,776583
#2103,"Off-Market on 05/14/2018 at $2,805",studio,1 bath,454 ftsq,776583
#2105,"Off-Market on 09/20/2017 at $3,533",studio,1 bath,780 ftsq,776583
#2107,"Off-Market on 03/02/2017 at $5,368",2 beds,1 bath,"1,075 ftsq",776583
#2108,"Off-Market on 06/10/2015 at $3,309",studio,1 bath,575 ftsq,776583
#2110,"Off-Market on 07/11/2016 at $3,123",studio,1 bath,583 ftsq,776583
#2111,"Off-Market on 05/10/2018 at $3,181",studio,1 bath,578 ftsq,776583
#2112,"Off-Market on 01/17/2018 at $5,996",2 beds,2 baths,"1,310 ftsq",776583
#2113,"Off-Market on 05/09/2018 at $4,092",studio,1 bath,826 ftsq,776583
#2114,"Off-Market on 10/22/2018 at $4,090",studio,1 bath,766 ftsq,776583
#2115,"Off-Market on 05/29/2015 at $3,149",studio,1 bath,533 ftsq,776583
#2117,"Off-Market on 11/06/2015 at $2,975",studio,1 bath,480 ftsq,776583
#2118,"Off-Market on 02/05/2018 at $3,250",studio,1 bath,636 ftsq,776583
#2119,"Off-Market on 03/21/2015 at $3,261",studio,1 bath,616 ftsq,776583
#2120,"Off-Market on 02/29/2016 at $4,500",studio,1 bath,,776583
#2121,"Off-Market on 04/22/2014 at $3,755",1 bed,1 bath,711 ftsq,776583
#2122,"Off-Market on 06/29/2016 at $5,668",2 beds,2 baths,"1,022 ftsq",776583
#2123,"Off-Market on 07/19/2017 at $3,264",studio,1 bath,556 ftsq,776583
#2124,"Off-Market on 08/19/2018 at $3,935",studio,1 bath,931 ftsq,776583
#2125,"Off-Market on 07/13/2018 at $3,860",studio,1 bath,943 ftsq,776583
#2201,"Off-Market on 03/13/2015 at $3,015",studio,1 bath,467 ftsq,776583
#2202,"Listed for rent at $3,033",studio,1 bath,444 ftsq,776583
#2203,"Off-Market on 09/08/2014 at $2,784",studio,1 bath,454 ftsq,776583
#2204,"Off-Market on 05/14/2018 at $3,496",studio,1 bath,815 ftsq,776583
#2207,"Off-Market on 02/03/2017 at $5,208",2 beds,2 baths,"1,075 ftsq",776583
#2208,"Off-Market on 05/18/2016 at $2,998",studio,1 bath,575 ftsq,776583
#2209,"Off-Market on 04/12/2018 at $3,215",studio,1 bath,582 ftsq,776583
#2210,"Off-Market on 08/02/2018 at $3,302",studio,1 bath,583 ftsq,776583
#2211,"Off-Market on 07/16/2016 at $3,055",studio,1 bath,578 ftsq,776583
#2212,"Off-Market on 05/23/2014 at $5,600",2 beds,2 baths,"1,310 ftsq",776583
#2213,"Off-Market on 08/16/2018 at $3,770",2 beds,1 bath,826 ftsq,776583
#2214,"Off-Market on 05/17/2015 at $3,790",studio,1 bath,766 ftsq,776583
#2215,"Off-Market on 08/23/2016 at $3,181",studio,1 bath,533 ftsq,776583
#2216,"Off-Market on 12/07/2018 at $3,055",studio,1 bath,475 ftsq,776583
#2217,"Off-Market on 11/13/2017 at $2,840",studio,1 bath,480 ftsq,776583
#2218,"Off-Market on 05/03/2017 at $2,745",studio,1 bath,457 ftsq,776583
#2219,"Off-Market on 12/24/2014 at $2,673",studio,1 bath,477 ftsq,776583
#2220,"Off-Market on 03/31/2017 at $2,955",studio,1 bath,470 ftsq,776583
#2221,"Off-Market on 11/07/2013 at $5,575",1 bed,1 bath,711 ftsq,776583
#2223,"Off-Market on 07/08/2017 at $3,297",studio,1 bath,556 ftsq,776583
#2224,"Off-Market on 06/07/2017 at $4,260",studio,1 bath,"1,034 ftsq",776583
#2225,"Off-Market on 08/17/2018 at $3,831",studio,1 bath,943 ftsq,776583
#2301,"Off-Market on 05/08/2015 at $2,904",studio,1 bath,467 ftsq,776583
#2302,"Off-Market on 08/04/2017 at $2,821",studio,1 bath,444 ftsq,776583
#2303,"Off-Market on 08/24/2016 at $2,855",studio,1 bath,454 ftsq,776583
#2304,"Off-Market on 06/17/2017 at $3,733",studio,1 bath,815 ftsq,776583
#2305,"Off-Market on 05/22/2018 at $3,558",studio,1 bath,780 ftsq,776583
#2307,"Off-Market on 09/08/2014 at $5,192",2 beds,1 bath,"1,075 ftsq",776583
#2308,"Off-Market on 07/14/2018 at $3,253",studio,1 bath,575 ftsq,776583
#2309,"Off-Market on 06/28/2017 at $3,342",studio,1 bath,582 ftsq,776583
#2310,"Off-Market on 11/16/2015 at $3,220",studio,1 bath,583 ftsq,776583
#2311A,"Off-Market on 01/09/2013 at $2,945",studio,1 bath,,776583
#2312,"Off-Market on 01/08/2015 at $5,873",2 beds,1 bath,"1,310 ftsq",776583
#2313,"Off-Market on 10/08/2018 at $4,125",studio,1 bath,826 ftsq,776583
#2314,"Off-Market on 08/19/2017 at $3,807",2 beds,1 bath,766 ftsq,776583
#2315,"Off-Market on 10/13/2016 at $3,244",studio,1 bath,,776583
#2316,"Off-Market on 03/21/2015 at $2,872",studio,1 bath,475 ftsq,776583
#2317,"Off-Market on 09/03/2017 at $2,875",studio,1 bath,480 ftsq,776583
#2318,"Off-Market on 08/01/2017 at $2,952",studio,1 bath,457 ftsq,776583
#2319,"Off-Market on 03/01/2016 at $2,974",studio,1 bath,477 ftsq,776583
#2322,"Off-Market on 03/08/2015 at $5,575",2 beds,2 baths,"1,022 ftsq",776583
#2323,"Off-Market on 03/14/2014 at $2,848",studio,1 bath,556 ftsq,776583
#2324,"Off-Market on 07/07/2018 at $2,995",studio,1 bath,529 ftsq,776583
#2325,"Off-Market on 05/22/2018 at $2,794",studio,1 bath,425 ftsq,776583
#7989,"Off-Market on 03/31/2012 at $2,600",studio,,,776583
#1,Off-Market,,,,783191
