unit,status,no_rooms,no_bath,area(ftsq),id,units,stories,zip,age,Co-op,Condo,Rental Building,Single-Family Home,Doorman,Full-time Doorman,Elevator,Part-time Doorman,Cats and Dogs Allowed,Cats Only - No Dogs,Pets Allowed,ZIPCODE,SCORE
154,#825,4500.0,2.0,2.0,1150,776902,344.0,25.0,10005.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10005.0,19.316167664670658
155,#1001,3071.0,1.0,1.0,750,776902,344.0,25.0,10005.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10005.0,19.316167664670658
156,#1022,2930.0,2.0,1.0,750,776902,344.0,25.0,10005.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10005.0,19.316167664670658
157,#1103,2521.0,0.0,1.0,500,776902,344.0,25.0,10005.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10005.0,19.316167664670658
158,#1118,4795.0,3.0,1.0,1150,776902,344.0,25.0,10005.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10005.0,19.316167664670658
159,#1202,3150.0,0.0,1.0,720,776902,344.0,25.0,10005.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10005.0,19.316167664670658
160,#1406,2685.0,0.0,1.0,550,776902,344.0,25.0,10005.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10005.0,19.316167664670658
161,#1516,3495.0,1.0,1.0,700,776902,344.0,25.0,10005.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10005.0,19.316167664670658
162,#1521,3995.0,2.0,2.0,1160,776902,344.0,25.0,10005.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10005.0,19.316167664670658
163,#1606,2562.0,0.0,1.0,500,776902,344.0,25.0,10005.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10005.0,19.316167664670658
164,#1612,2377.0,0.0,1.0,500,776902,344.0,25.0,10005.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10005.0,19.316167664670658
165,#1810,2595.0,0.0,1.0,550,776902,344.0,25.0,10005.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10005.0,19.316167664670658
166,#2004,3175.0,1.0,1.0,750,776902,344.0,25.0,10005.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10005.0,19.316167664670658
167,#2005,2704.0,1.0,1.0,700,776902,344.0,25.0,10005.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10005.0,19.316167664670658
168,#2008,2752.0,1.0,1.0,750,776902,344.0,25.0,10005.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10005.0,19.316167664670658
169,#2108,3155.0,2.0,1.0,750,776902,344.0,25.0,10005.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10005.0,19.316167664670658
170,#2303,3042.0,2.0,1.0,750,776902,344.0,25.0,10005.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10005.0,19.316167664670658
171,#2304,2895.0,2.0,1.0,750,776902,344.0,25.0,10005.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10005.0,19.316167664670658
172,#2403,2665.0,2.0,1.0,700,776902,344.0,25.0,10005.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10005.0,19.316167664670658
173,#2405,3550.0,2.0,1.0,750,776902,344.0,25.0,10005.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10005.0,19.316167664670658
174,20TH-FL,3095.0,1.0,1.0,500,776902,344.0,25.0,10005.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10005.0,19.316167664670658
175,#PH1,4995.0,3.0,2.0,1300,776902,344.0,25.0,10005.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10005.0,19.316167664670658
176,#PH2,4670.0,2.0,2.0,1100,776902,344.0,25.0,10005.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10005.0,19.316167664670658
177,#PH21,4940.0,2.0,2.0,1100,776902,344.0,25.0,10005.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10005.0,19.316167664670658
185,#2E,3699.0,2.0,1.0,700,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
186,#2E,3699.0,2.0,1.0,700,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
187,#2H,3300.0,1.0,1.0,700,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
188,#2H,3300.0,1.0,1.0,700,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
189,#2I,3750.0,2.0,1.0,850,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
190,#2I,3750.0,2.0,1.0,850,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
191,#2K,5500.0,3.0,2.0,1000,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
192,#2K,5500.0,3.0,2.0,1000,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
193,#3F,3491.0,2.0,1.0,650,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
194,#3F,3491.0,2.0,1.0,650,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
195,#4F,3529.0,2.0,1.0,700,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
196,#4F,3529.0,2.0,1.0,700,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
197,#4H,4000.0,2.0,2.0,750,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
198,#4H,4000.0,2.0,2.0,750,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
199,#5E,3350.0,2.0,1.0,705,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
200,#5E,3350.0,2.0,1.0,705,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
201,#6F,3850.0,2.0,1.0,750,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
202,#6F,3850.0,2.0,1.0,750,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
203,#6G,3250.0,2.0,1.0,750,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
204,#6G,3250.0,2.0,1.0,750,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
205,#6H,3875.0,2.0,2.0,700,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
206,#6H,3875.0,2.0,2.0,700,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
207,#6J,3950.0,2.0,2.0,750,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
208,#6J,3950.0,2.0,2.0,750,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
209,#7E,3250.0,2.0,1.0,1000,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
210,#7E,3250.0,2.0,1.0,1000,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
211,#7F,3250.0,2.0,1.0,800,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
212,#7F,3250.0,2.0,1.0,800,785961,79.0,7.0,10009.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10009.0,20.329950495049506
213,#10A,2895.0,0.0,1.0,600,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
214,#10A,2895.0,0.0,1.0,600,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
215,#10F,3550.0,1.0,1.0,775,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
216,#10F,3550.0,1.0,1.0,775,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
217,#10G,3795.0,1.0,1.0,800,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
218,#10G,3795.0,1.0,1.0,800,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
219,#11G,3795.0,1.0,1.0,800,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
220,#11G,3795.0,1.0,1.0,800,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
221,#12F,3700.0,1.0,1.0,700,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
222,#12F,3700.0,1.0,1.0,700,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
223,#14F,3995.0,1.0,1.0,700,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
224,#14F,3995.0,1.0,1.0,700,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
225,#15A,3095.0,0.0,1.0,600,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
226,#15A,3095.0,0.0,1.0,600,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
227,#16C,2495.0,0.0,1.0,500,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
228,#16C,2495.0,0.0,1.0,500,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
229,#17C,2895.0,0.0,1.0,500,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
230,#17C,2895.0,0.0,1.0,500,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
231,#18B,2995.0,0.0,1.0,500,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
232,#18B,2995.0,0.0,1.0,500,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
233,#18G,4250.0,1.0,1.0,800,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
234,#18G,4250.0,1.0,1.0,800,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
235,#19B,2900.0,0.0,1.0,500,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
236,#19B,2900.0,0.0,1.0,500,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
237,#19F,5750.0,2.0,2.0,1000,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
238,#19F,5750.0,2.0,2.0,1000,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
239,#23A,3250.0,0.0,1.0,600,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
240,#23A,3250.0,0.0,1.0,600,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
241,#23B,3095.0,0.0,1.0,500,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
242,#23B,3095.0,0.0,1.0,500,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
243,#23C,3250.0,0.0,1.0,500,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
244,#23C,3250.0,0.0,1.0,500,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
245,#24E,3050.0,0.0,1.0,450,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
246,#24E,3050.0,0.0,1.0,450,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
247,#24F,5395.0,2.0,2.0,1000,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
248,#24F,5395.0,2.0,2.0,1000,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
249,#25A,3250.0,0.0,1.0,600,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
250,#25A,3250.0,0.0,1.0,600,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
251,#25G,4295.0,1.0,1.0,800,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
252,#25G,4295.0,1.0,1.0,800,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
253,#27B,2861.0,0.0,1.0,500,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
254,#27B,2861.0,0.0,1.0,500,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
255,#27C,3275.0,0.0,1.0,500,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
256,#27C,3275.0,0.0,1.0,500,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
257,#28D,4595.0,1.0,1.0,700,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
258,#28D,4595.0,1.0,1.0,700,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
259,#28E,2746.0,0.0,1.0,450,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
260,#28E,2746.0,0.0,1.0,450,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
261,#28G,4325.0,1.0,1.0,800,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
262,#28G,4325.0,1.0,1.0,800,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
263,#29B,2950.0,0.0,1.0,500,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
264,#29B,2950.0,0.0,1.0,500,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
265,#29D,4450.0,1.0,1.0,725,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
266,#29D,4450.0,1.0,1.0,725,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
267,#29G,4395.0,1.0,1.0,800,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
268,#29G,4395.0,1.0,1.0,800,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
269,#30C,3350.0,0.0,1.0,500,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
270,#30C,3350.0,0.0,1.0,500,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
271,#30D,4315.0,1.0,1.0,700,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
272,#30D,4315.0,1.0,1.0,700,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
273,#31B,3000.0,0.0,1.0,450,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
274,#31B,3000.0,0.0,1.0,450,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
275,#PHB,3275.0,0.0,1.0,450,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
276,#PHB,3275.0,0.0,1.0,450,777694,168.0,30.0,10038.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10038.0,18.737752161383284
277,#2D,3000.0,2.0,1.0,1000,785619,28.0,6.0,10009.0,119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
278,#3C,3000.0,3.0,1.0,1200,785619,28.0,6.0,10009.0,119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
279,#3D,335000.0,2.0,1.0,661,785619,28.0,6.0,10009.0,119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
280,#6C,3850.0,3.0,1.0,1100,785619,28.0,6.0,10009.0,119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
281,#1D,450000.0,1.0,1.0,650,775512,121.0,9.0,10280.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10280.0,15.29559748427673
282,#1G,525000.0,0.0,1.0,681,775512,121.0,9.0,10280.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10280.0,15.29559748427673
283,#1H,3100.0,1.0,1.0,625,775512,121.0,9.0,10280.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10280.0,15.29559748427673
284,#1I,345000.0,1.0,1.0,625,775512,121.0,9.0,10280.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10280.0,15.29559748427673
285,#1K,495000.0,0.0,1.0,520,775512,121.0,9.0,10280.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10280.0,15.29559748427673
286,#2,2150.0,1.0,1.0,650,775512,121.0,9.0,10280.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10280.0,15.29559748427673
287,#2F,1100000.0,3.0,2.0,1540,775512,121.0,9.0,10280.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10280.0,15.29559748427673
288,#2H,3000.0,1.0,1.0,650,775512,121.0,9.0,10280.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10280.0,15.29559748427673
289,#2I,419000.0,1.0,1.0,625,775512,121.0,9.0,10280.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10280.0,15.29559748427673
290,#2J,635000.0,1.0,1.0,625,775512,121.0,9.0,10280.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10280.0,15.29559748427673
291,#2FG,1100000.0,4.0,2.0,1540,775512,121.0,9.0,10280.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10280.0,15.29559748427673
292,#3A,3000.0,1.0,1.0,625,775512,121.0,9.0,10280.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10280.0,15.29559748427673
293,#3C,4000.0,2.0,2.0,850,775512,121.0,9.0,10280.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10280.0,15.29559748427673
294,#3D,650000.0,1.0,1.0,625,775512,121.0,9.0,10280.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10280.0,15.29559748427673
295,#3H,2700.0,1.0,1.0,625,775512,121.0,9.0,10280.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10280.0,15.29559748427673
296,#3I,580000.0,1.0,1.0,625,775512,121.0,9.0,10280.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10280.0,15.29559748427673
297,#3J,3195.0,1.0,1.0,625,775512,121.0,9.0,10280.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10280.0,15.29559748427673
298,#3K,825000.0,2.0,2.0,890,775512,121.0,9.0,10280.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10280.0,15.29559748427673
299,#3N,495000.0,1.0,1.0,764,775512,121.0,9.0,10280.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10280.0,15.29559748427673
300,#4A,540000.0,1.0,1.0,625,775512,121.0,9.0,10280.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10280.0,15.29559748427673
301,#4B,3395.0,1.0,1.0,636,775512,121.0,9.0,10280.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10280.0,15.29559748427673
