,unit,status,no_rooms,no_bath,area(ftsq),id,date,price
19272,#707,Sold ,,,,781456, 04/07/2009 ,3020624.0
19273,#708,Sold ,,,,781456, 02/01/2011 ,1471269.0
19274,#709,Sold ,,,,781456, 04/07/2009 ,3020624.0
19275,#710,Sold ,,,,781456, 02/01/2011 ,1471269.0
19276,#711,Sold ,,,,781456, 04/07/2009 ,3020624.0
19277,#712,Sold ,,,,781456, 05/29/2009 ,867540.0
19278,#713,Sold ,,,,781456, 09/07/2010 ,669680.0
19279,#714,Sold ,,,,781456, 07/15/2009 ,990396.0
19280,#715,Sold ,,,,781456, 03/31/2010 ,791441.0
19281,#718,Sold ,,,,781456, 11/03/2010 ,994375.0
19282,#722,Sold ,,,,781456, 11/23/2009 ,533669.0
19283,#724,Sold ,,,,781456, 08/23/2012 ,558067.0
19284,#801,Sold ,,,,781456, 05/30/2012 ,522553.0
19285,#802,Sold ,,,,781456, 11/23/2009 ,1745229.0
19286,#803,Sold ,,,,781456, 10/06/2009 ,970101.0
19287,#804,Sold ,,,,781456, 11/23/2009 ,1745229.0
19288,#805,Sold ,,,,781456, 01/21/2010 ,771147.0
19289,#806,Sold ,,,,781456, 04/01/2009 ,3808655.0
19290,#807,Sold ,,,,781456, 05/29/2009 ,1332258.0
19291,#809,Sold ,,,,781456, 06/22/2009 ,1898443.0
19292,#811,Sold ,,,,781456, 06/22/2009 ,1898443.0
19293,#812,Sold ,,,,781456, 02/06/2012 ,588508.0
19294,#813,Sold ,,,,781456, 01/19/2012 ,618000.0
19295,#814,Sold ,,,,781456, 11/30/2009 ,950157.0
19296,#815,Sold ,,,,781456, 10/27/2011 ,748825.0
19297,#816,Sold ,,,,781456, 07/15/2010 ,757283.0
19298,#820,Sold ,,,,781456, 09/29/2009 ,857859.0
19299,#822,Sold ,,,,781456, 02/17/2011 ,320850.0
19300,#PH2,Sold ,,,,781456, 04/27/2016 ,0.0
19301,#PH101,Sold ,,,,781456, 03/20/2012 ,1177723.0
19302,#PH102,Sold ,,,,781456, 12/07/2010 ,1080621.0
19303,#PH103,Sold ,,,,781456, 03/20/2012 ,1177723.0
19304,#PH104,Sold ,,,,781456, 07/28/2011 ,679828.0
19305,#PH105,Sold ,,,,781456, 04/26/2012 ,726897.0
19306,#PH106,Sold ,,,,781456, 12/16/2014 ,1050000.0
19307,#PH107,Sold ,,,,781456, 09/12/2012 ,1579500.0
19308,#PH108,Sold ,,,,781456, 12/07/2009 ,1550413.0
19309,#PH109,Sold ,,,,781456, 09/12/2012 ,1579500.0
19310,#PH110,Sold ,,,,781456, 12/07/2009 ,1550413.0
19311,#PH111,Sold ,,,,781456, 12/20/2012 ,1319068.0
19312,#PH112,Sold ,,,,781456, 05/20/2011 ,0.0
19313,#PH113,Sold ,,,,781456, 12/20/2012 ,1319068.0
19314,#PH114,Sold ,,,,781456, 07/25/2014 ,0.0
19315,#PH115,Sold ,,,,781456, 09/12/2012 ,837000.0
19316,#PH118,Sold ,,,,781456, 07/11/2012 ,1198322.0
19317,#PH120,Sold ,,,,781456, 07/11/2012 ,1198322.0
19318,#6,Sold ,1 bed,1 bath,,785883, 01/11/2018 ,690000.0
19319,#12,Sold ,3 beds,2 baths,,785883, 09/09/2008 ,995000.0
19320,#13,Sold ,1 bed,1 bath,450 ftsq,785883, 04/02/2015 ,505000.0
19321,#3-4,Sold ,,,,785883, 06/25/2010 ,1035150.0
19322,#1,Sold ,,,"13,387 ftsq",777545, 05/23/2013 ,0.0
19323,#2,Sold ,,,"4,394 ftsq",777545, 05/23/2013 ,0.0
19324,#1,Sold ,2 beds,2.5 baths,"2,052 ftsq",778455, 08/04/2016 ,2170000.0
19325,#2A,Sold ,,,,778119, 08/17/2017 ,0.0
19326,#2B,Sold ,,,750 ftsq,778119, 01/23/2006 ,477000.0
19327,#2C,Sold ,,,800 ftsq,778119, 12/22/2015 ,765000.0
19328,#2D,Sold ,,,,778119, 03/18/2014 ,0.0
19329,#2F,Sold ,3 beds,2 baths,"1,300 ftsq",778119, 08/16/2013 ,856000.0
19330,#2G,Sold ,,,,778119, 10/13/2006 ,330000.0
19331,#2H,Sold ,,,,778119, 02/16/2018 ,818000.0
19332,#3C,Sold ,1 bed,1 bath,,778119, 12/14/2010 ,0.0
19333,#3D,Sold ,1 bed,1 bath,800 ftsq,778119, 09/28/2017 ,625000.0
19334,#3E,Sold ,2 beds,1 bath,,778119, 11/14/2008 ,675000.0
19335,#3F,Sold ,studio,1 bath,500 ftsq,778119, 04/17/2012 ,338000.0
19336,#3G,Sold ,,,,778119, 09/28/2016 ,389000.0
19337,#4A,Sold ,,,"1,100 ftsq",778119, 06/21/2016 ,0.0
19338,#4C,Sold ,,,800 ftsq,778119, 09/30/2004 ,0.0
19339,#4D,Sold ,,,800 ftsq,778119, 07/31/2018 ,639000.0
19340,#4E,Sold ,1 bed,1 bath,800 ftsq,778119, 03/01/2011 ,459000.0
19341,#4F,Sold ,studio,1 bath,500 ftsq,778119, 11/25/2014 ,323000.0
19342,#4G,Sold ,,,,778119, 12/19/2013 ,0.0
19343,#5A,Sold ,,,960 ftsq,778119, 07/21/2017 ,879000.0
19344,#5B,Sold ,,,,778119, 07/19/2016 ,550000.0
19345,#5C,Sold ,,,,778119, 02/03/2015 ,509000.0
19346,#5D,Sold ,,,,778119, 01/11/2018 ,790000.0
19347,#5E,Sold ,1 bed,1 bath,,778119, 08/21/2013 ,465000.0
19348,#5H,Sold ,,,,778119, 11/19/2014 ,800000.0
19349,#6A,Sold ,,,,778119, 07/14/2014 ,0.0
19350,#6B,Sold ,1 bed,1 bath,800 ftsq,778119, 07/16/2012 ,540000.0
19351,#6C,Sold ,2 beds,1 bath,,778119, 02/06/2015 ,750368.0
19352,#6D,Sold ,1 bed,1 bath,700 ftsq,778119, 06/16/2014 ,512300.0
19353,#6F,Sold ,,,,778119, 06/07/2017 ,0.0
19354,#6G,Sold ,,,,778119, 11/16/2009 ,350000.0
19355,#6H,Sold ,,,,778119, 11/06/2013 ,0.0
19356,#7A,Sold ,,,,778119, 09/07/2017 ,845000.0
19357,#7B,Sold ,2 beds,1 bath,"1,010 ftsq",778119, 04/12/2011 ,425000.0
19358,#7C,Sold ,,,,778119, 04/12/2011 ,492500.0
19359,#7D,Sold ,1 bed,1 bath,800 ftsq,778119, 06/26/2014 ,0.0
19360,#7E,Sold ,,,,778119, 09/08/2005 ,530000.0
19361,#7G,Sold ,studio,1 bath,480 ftsq,778119, 03/28/2008 ,378000.0
19362,#7H,Sold ,,,,778119, 06/07/2005 ,0.0
19363,#8B,Sold ,1 bed,1 bath,,778119, 04/09/2010 ,477000.0
19364,#8D,Sold ,,,,778119, 08/23/2006 ,735000.0
19365,#8E,Sold ,,,,778119, 07/09/2018 ,650000.0
19366,#8F,Sold ,,,,778119, 10/26/2017 ,410000.0
19367,#9A,Sold ,2 beds,1 bath,,778119, 09/28/2011 ,649000.0
19368,#9B,Sold ,2 beds,1 bath,"1,150 ftsq",778119, 12/03/2014 ,750000.0
19369,#9C,Sold ,1 bed,1 bath,800 ftsq,778119, 04/10/2014 ,525000.0
19370,#9D,Sold ,2 beds,1 bath,"1,050 ftsq",778119, 12/01/2014 ,532500.0
19371,#9E,Sold ,2 beds,1 bath,,778119, 12/06/2013 ,760000.0
19372,#9G,Sold ,studio,1 bath,500 ftsq,778119, 07/13/2015 ,841000.0
19373,#10E,Sold ,,,800 ftsq,778119, 10/09/2009 ,0.0
19374,#10F,Sold ,,,,778119, 08/10/2010 ,150000.0
19375,#10G,Sold ,,,,778119, 01/31/2018 ,456000.0
19376,#11A,Sold ,,,,778119, 06/25/2015 ,0.0
19377,#11B,Sold ,,,,778119, 10/18/2017 ,0.0
19378,#11D,Sold ,,,,778119, 02/10/2017 ,850000.0
19379,#11E,Sold ,,,,778119, 03/20/2007 ,470000.0
19380,#11F,Sold ,,,"1,325 ftsq",778119, 08/21/2013 ,1175000.0
19381,#11G,Sold ,,,,778119, 03/27/2014 ,360000.0
19382,#12A,Sold ,,,,778119, 07/08/2014 ,0.0
19383,#12B,Sold ,1 bed,1 bath,800 ftsq,778119, 10/28/2010 ,515000.0
19384,#12C,Sold ,2 beds,1 bath,"1,150 ftsq",778119, 10/19/2017 ,675000.0
19385,#12D,Sold ,,,,778119, 03/16/2018 ,0.0
19386,#12F,Sold ,,,,778119, 05/11/2015 ,0.0
19387,#12H,Sold ,,,,778119, 03/18/2016 ,0.0
19388,#13A,Sold ,,,,778119, 03/12/2012 ,0.0
19389,#13B,Sold ,,,800 ftsq,778119, 06/10/2013 ,0.0
19390,#13C,Sold ,2 beds,1 bath,"1,100 ftsq",778119, 08/26/2014 ,760000.0
19391,#13D,Sold ,1 bed,1 bath,,778119, 12/04/2018 ,640000.0
19392,#13F,Sold ,,,,778119, 10/13/2016 ,600000.0
19393,#13G,Sold ,,,,778119, 10/11/2016 ,870000.0
19394,#14A,Sold ,,,,778119, 12/05/2008 ,835000.0
19395,#14B,Sold ,1 bed,1 bath,800 ftsq,778119, 04/29/2009 ,770000.0
19396,#14C,Sold ,,,,778119, 01/04/2005 ,445000.0
19397,#14E,Sold ,,,,778119, 01/24/2013 ,0.0
19398,#15A,Sold ,2 beds,1 bath,"1,100 ftsq",778119, 08/05/2016 ,999000.0
19399,#15B,Sold ,2 beds,1 bath,"1,050 ftsq",778119, 10/07/2014 ,750000.0
19400,#15C,Sold ,1 bed,1 bath,800 ftsq,778119, 09/07/2016 ,845000.0
19401,#15D,Sold ,,,,778119, 03/27/2007 ,838000.0
19402,#15E,Sold ,,,,778119, 03/30/2015 ,800000.0
19403,#15H,Sold ,,,,778119, 05/28/2010 ,730000.0
19404,#16A,Sold ,3 beds,2 baths,"1,350 ftsq",778119, 07/01/2013 ,1350000.0
19405,#16B,Sold ,,,,778119, 02/23/2009 ,515000.0
19406,#16C,Sold ,2 beds,1 bath,800 ftsq,778119, 01/22/2018 ,700000.0
19407,#16D,Sold ,1 bed,1 bath,800 ftsq,778119, 10/10/2007 ,539888.0
19408,#16E,Sold ,,,,778119, 05/20/2015 ,0.0
19409,#17A,Sold ,,,,778119, 10/09/2018 ,880000.0
19410,#17B,Sold ,1 bed,1 bath,800 ftsq,778119, 03/29/2013 ,0.0
19411,#17C,Sold ,,,,778119, 06/06/2006 ,515000.0
19412,#17E,Sold ,,,,778119, 07/12/2016 ,600000.0
19413,#17G,Sold ,studio,1 bath,500 ftsq,778119, 01/12/2018 ,910000.0
19414,#17H,Sold ,2 beds,1 bath,"1,100 ftsq",778119, 05/21/2013 ,725000.0
19415,#18A,Sold ,,,,778119, 03/22/2016 ,1388000.0
19416,#18B,Sold ,,,,778119, 09/22/2015 ,585000.0
19417,#18D,Sold ,,,,778119, 07/20/2007 ,0.0
19418,#18E,Sold ,,,,778119, 03/25/2011 ,0.0
19419,#18F,Sold ,,,,778119, 12/20/2015 ,615000.0
19420,#18G,Sold ,,,,778119, 10/08/2014 ,790000.0
19421,#18H,Sold ,,,,778119, 12/21/2011 ,0.0
19422,#19B,Sold ,,,,778119, 01/26/2016 ,575000.0
19423,#19D,Sold ,,,,778119, 04/13/2012 ,0.0
19424,#19E,Sold ,,,,778119, 03/10/2011 ,538000.0
19425,#19F,Sold ,,,,778119, 01/20/2006 ,1200000.0
19426,#20C,Sold ,1 bed,1 bath,800 ftsq,778119, 09/23/2016 ,691400.0
19427,#20E,Sold ,1 bed,1 bath,700 ftsq,778119, 03/09/2017 ,850000.0
19428,#20F,Sold ,,,,778119, 11/16/2016 ,650000.0
19429,#20G,Sold ,1 bed,1 bath,,778119, 07/26/2016 ,0.0
19430,#21A,Sold ,2 beds,1 bath,"1,336 ftsq",778119, 11/22/2016 ,879000.0
19431,#21B,Sold ,,,,778119, 05/29/2014 ,800000.0
19432,#21D,Sold ,2 beds,1 bath,"1,100 ftsq",778119, 09/11/2015 ,0.0
19433,#21E,Sold ,2 beds,1 bath,,778119, 09/05/2017 ,716000.0
19434,#21F,Sold ,3 beds,2 baths,"1,336 ftsq",778119, 07/01/2015 ,1500000.0
19435,#21G,Sold ,,,,778119, 11/11/2014 ,0.0
19436,#21H,Sold ,2 beds,1 bath,"1,150 ftsq",778119, 01/21/2014 ,990000.0
19437,#LOFTS,Sold ,5 beds,4 baths,"16,822 ftsq",779503, 10/27/2009 ,14500000.0
19438,#1,Sold ,,,,781362, 05/15/2017 ,7636875.0
19439,#2,Sold ,3 beds,3.5 baths,,781362, 02/15/2018 ,3855138.0
19440,#TH,Sold ,4 beds,3.5 baths,"5,699 ftsq",781362, 05/16/2017 ,8950000.0
19441,#PH,Sold ,3 beds,3.5 baths,"3,444 ftsq",781362, 05/29/2017 ,9495000.0
19442,#5,Sold ,,,"1,547 ftsq",780949, 09/22/2016 ,2450000.0
19443,#6,Sold ,,,"1,535 ftsq",780949, 08/27/2014 ,3300000.0
19444,#PH6,Sold ,2 beds,1 bath,"1,700 ftsq",780949, 09/08/2014 ,3495000.0
19445,#3,Sold ,2 beds,2 baths,"1,500 ftsq",778166, 01/07/2015 ,3105662.0
19446,#5,Sold ,2 beds,2 baths,,778166, 07/26/2018 ,2975000.0
19447,#COMM,Sold ,,,,778166, 02/11/2015 ,2150000.0
19448,#PH,Sold ,2 beds,2 baths,"1,550 ftsq",778166, 07/27/2018 ,2975000.0
19449,#2A,Sold ,,,"2,224 ftsq",780650, 05/29/2013 ,0.0
19450,#2B,Sold ,2 beds,2 baths,"2,219 ftsq",780650, 07/14/2015 ,4200000.0
19451,#3A,Sold ,,,"2,219 ftsq",780650, 07/02/2002 ,1515000.0
19452,#4A,Sold ,,,"2,219 ftsq",780650, 05/21/2004 ,1710000.0
19453,#5A,Sold ,,,"2,219 ftsq",780650, 04/19/2000 ,1095000.0
19454,#PHA,Sold ,3 beds,3 baths,"2,781 ftsq",780650, 06/28/2017 ,6100000.0
19455,#PHB,Sold ,,,"2,749 ftsq",780650, 01/16/1996 ,942000.0
19456,#1A,Sold ,,,,779675, 01/21/2016 ,17750000.0
19457,#1B,Sold ,,,,779675, 01/21/2016 ,17750000.0
19458,#2A,Sold ,4 beds,4 baths,"2,691 ftsq",779675, 03/30/2015 ,5379000.0
19459,#2B,Sold ,2 beds,2 baths,"1,592 ftsq",779675, 06/01/2018 ,2905500.0
19460,#2F,Sold ,2 beds,2 baths,"1,497 ftsq",779675, 04/30/2018 ,2830000.0
19461,#3A,Sold ,3 beds,3 baths,"1,838 ftsq",779675, 04/02/2012 ,2550000.0
19462,#3B,Sold ,3 beds,2 baths,"1,592 ftsq",779675, 01/17/2014 ,2800000.0
19463,#3E,Sold ,2 beds,2 baths,"1,523 ftsq",779675, 07/10/2017 ,0.0
19464,#3F,Sold ,2 beds,2 baths,"1,497 ftsq",779675, 07/18/2017 ,2899000.0
19465,#4A,Sold ,3 beds,3 baths,"1,838 ftsq",779675, 04/19/2012 ,2625000.0
19466,#4B,Sold ,2 beds,2 baths,"1,592 ftsq",779675, 08/21/2017 ,2985000.0
19467,#4C,Sold ,studio,1 bath,853 ftsq,779675, 05/17/2012 ,950000.0
19468,#5A,Sold ,3 beds,3 baths,"1,838 ftsq",779675, 07/30/2012 ,2850000.0
19469,#5C,Sold ,studio,1 bath,853 ftsq,779675, 07/30/2012 ,1250000.0
19470,#5D,Sold ,studio,1 bath,855 ftsq,779675, 03/26/2012 ,954750.0
19471,#5E,Sold ,2 beds,2 baths,"1,523 ftsq",779675, 01/11/2016 ,2925000.0
19472,#5F,Sold ,2 beds,2 baths,"1,497 ftsq",779675, 09/18/2012 ,2025000.0
19473,#6A,Sold ,3 beds,3 baths,"1,838 ftsq",779675, 08/09/2012 ,2800188.0
19474,#6AC,Sold ,3 beds,4 baths,"2,691 ftsq",779675, 06/11/2012 ,4170000.0
19475,#6E,Sold ,2 beds,2 baths,"1,523 ftsq",779675, 04/13/2012 ,2240150.0
19476,#G1,Sold ,,,,779675, 12/21/2012 ,326825.0
19477,#G2,Sold ,,,,779675, 09/14/2012 ,150000.0
19478,#G3,Sold ,,,,779675, 07/12/2012 ,4195000.0
19479,#G4,Sold ,,,,779675, 10/29/2012 ,176825.0
19480,#G5,Sold ,,,,779675, 12/21/2012 ,326825.0
19481,#GS,Sold ,,,,779675, 12/15/2014 ,187500.0
19482,#5A/5C,Sold ,,,,779675, 06/11/2018 ,5400000.0
19483,#PHA,Sold ,3 beds,2.5 baths,"2,169 ftsq",779675, 03/12/2012 ,3450000.0
19484,#PHB,Sold ,3 beds,2.5 baths,"2,389 ftsq",779675, 07/30/2012 ,4335000.0
19485,#PHC,Sold ,3 beds,2.5 baths,"2,946 ftsq",779675, 03/16/2012 ,4785775.0
19486,#2,Sold ,4 beds,3 baths,"1,872 ftsq",71031, 09/14/2012 ,1799000.0
19487,#1A,Sold ,4 beds,3.5 baths,"3,800 ftsq",782626, 02/20/2013 ,5687500.0
19488,#1B,Sold ,6 beds,4.5 baths,"4,400 ftsq",782626, 07/18/2013 ,6600000.0
19489,#2B,Sold ,,,"1,145 ftsq",782626, 02/07/2000 ,64000.0
19490,#2C,Sold ,,,"1,880 ftsq",782626, 08/25/2006 ,100.0
19491,#3B,Sold ,2 beds,2 baths,"1,160 ftsq",782626, 07/18/2014 ,2451000.0
19492,#4A,Sold ,,,"2,230 ftsq",782626, 10/01/2002 ,1600000.0
19493,#4B,Sold ,,,"1,145 ftsq",782626, 04/12/2004 ,1050000.0
19494,#4C,Sold ,,,"1,880 ftsq",782626, 01/28/1998 ,695500.0
19495,#5A,Sold ,3 beds,2.5 baths,"2,314 ftsq",782626, 06/12/2015 ,3875000.0
19496,#5B,Sold ,,,"1,434 ftsq",782626, 02/28/2017 ,5500000.0
19497,#5C,Sold ,,,"1,880 ftsq",782626, 02/28/2017 ,5500000.0
19498,#5BC,Sold ,4 beds,3.5 baths,"3,170 ftsq",782626, 03/13/2017 ,5995000.0
19499,#PHA,Sold ,3 beds,3 baths,"2,792 ftsq",782626, 12/09/2015 ,7500000.0
19500,#PHB,Sold ,,,"2,690 ftsq",782626, 07/22/2014 ,0.0
19501,PHATRPLX,Sold ,6 beds,5.5 baths,"5,100 ftsq",782626, 03/10/2015 ,11495000.0
19502,#4A,Sold ,1 bed,1 bath,,776584, 11/29/2017 ,977520.0
19503,#4B,Sold ,2 beds,2.5 baths,"1,512 ftsq",776584, 05/23/2018 ,2225000.0
19504,#4C,Sold ,1 bed,2 baths,"1,168 ftsq",776584, 06/01/2017 ,1695000.0
19505,#5B,Sold ,2 beds,2.5 baths,,776584, 09/28/2017 ,2372500.0
19506,#5C,Sold ,2 beds,2.5 baths,"1,168 ftsq",776584, 02/21/2018 ,1625000.0
19507,#6A,Sold ,1 bed,1 bath,706 ftsq,776584, 05/02/2017 ,1216808.0
19508,#6B,Sold ,2 beds,2.5 baths,"1,512 ftsq",776584, 12/19/2017 ,2394160.0
19509,#7A,Sold ,1 bed,1 bath,706 ftsq,776584, 09/10/2018 ,985000.0
19510,#7B,Sold ,2 beds,2.5 baths,"1,512 ftsq",776584, 03/29/2017 ,2443800.0
19511,#7C,Sold ,1 bed,2 baths,"1,168 ftsq",776584, 05/16/2017 ,1710466.0
19512,#8B,Sold ,2 beds,2.5 baths,,776584, 11/15/2017 ,2571081.0
19513,#8C,Sold ,2 beds,2 baths,"1,168 ftsq",776584, 06/29/2017 ,1718806.0
19514,#9C,Sold ,2 beds,2 baths,"1,168 ftsq",776584, 06/13/2017 ,1802302.0
19515,#10A,Sold ,1 bed,1 bath,703 ftsq,776584, 02/13/2018 ,1186115.0
19516,#15C,Sold ,2 beds,2 baths,"1,263 ftsq",776584, 05/04/2017 ,2095000.0
19517,#17A,Sold ,2 beds,2 baths,"1,103 ftsq",776584, 05/03/2017 ,2021226.0
19518,#17B,Sold ,3 beds,3 baths,"2,177 ftsq",776584, 04/27/2017 ,3818437.0
19519,#19A,Sold ,1 bed,1 bath,829 ftsq,776584, 06/01/2017 ,1598652.0
19520,#19B,Sold ,3 beds,3.5 baths,"1,844 ftsq",776584, 05/31/2017 ,3207487.0
19521,#23A,Sold ,3 beds,3 baths,"1,795 ftsq",776584, 10/03/2018 ,2775000.0
19522,#COMMA,Sold ,,,,776584, 03/29/2016 ,0.0
19523,#COMMB,Sold ,,,,776584, 03/29/2016 ,0.0
19524,#COMMC,Sold ,,,,776584, 03/29/2016 ,0.0
19525,#PH2,Sold ,4 beds,4.5 baths,"3,146 ftsq",776584, 09/28/2018 ,5250000.0
19526,#1,Sold ,2 beds,2 baths,"2,780 ftsq",785660, 10/16/2009 ,2195000.0
19527,#1A,Sold ,,,,785660, 08/22/2017 ,0.0
19528,#1B,Sold ,,,,785660, 10/01/2007 ,1624108.0
19529,#2A,Sold ,,,,785660, 05/09/2016 ,0.0
19530,#2B,Sold ,,,,785660, 04/25/2016 ,2650000.0
19531,#2E,Sold ,2 beds,2 baths,"1,539 ftsq",785660, 10/01/2007 ,1595000.0
19532,#3A,Sold ,,,,785660, 01/21/2014 ,0.0
19533,#4A,Sold ,,,,785660, 10/22/2007 ,2392887.0
19534,#4E,Sold ,3 beds,3 baths,"2,476 ftsq",785660, 10/23/2007 ,2599000.0
19535,#G,Sold ,,,,785660, 10/15/2009 ,2125000.0
19536,#ST1,Sold ,,,,785660, 01/16/2014 ,24096.0
19537,#PH,Sold ,,,,785660, 07/29/2009 ,5854937.0
19538,#1,Sold ,,,,784567, 11/07/2013 ,0.0
19539,#2B,Sold ,1 bed,1 bath,810 ftsq,784567, 05/17/2013 ,0.0
19540,#2C,Sold ,1 bed,1 bath,600 ftsq,784567, 08/15/2011 ,570220.0
19541,#C1,Sold ,,,,784567, 12/18/2010 ,190000.0
19542,#4B,Sold ,,,,784567, 09/11/2009 ,610950.0
19543,#C2,Sold ,,,,784567, 12/18/2010 ,60000.0
19544,#4C,Sold ,2 beds,1 bath,570 ftsq,784567, 09/10/2010 ,514216.0
19545,#5A,Sold ,,,,784567, 02/14/2012 ,0.0
19546,#6A,Sold ,,,,784567, 07/16/2009 ,496150.0
19547,#6B,Sold ,,,,784567, 02/08/2010 ,587000.0
19548,#6C,Sold ,,,,784567, 09/10/2009 ,577347.0
19549,#7A,Sold ,,,,784567, 02/12/2010 ,400590.0
19550,#7C,Sold ,,,,784567, 02/12/2010 ,464400.0
19551,#8B,Sold ,1 bed,1 bath,650 ftsq,784567, 07/27/2017 ,1070000.0
19552,#9A,Sold ,1 bed,1 bath,,784567, 01/29/2010 ,486720.0
19553,#9B,Sold ,1 bed,1 bath,650 ftsq,784567, 06/02/2017 ,1300000.0
19554,#1A,Sold ,3 beds,3 baths,"3,205 ftsq",782812, 11/18/2015 ,3850000.0
19555,#1B,Sold ,4 beds,3.5 baths,"3,800 ftsq",782812, 12/01/2015 ,5495000.0
19556,#1C,Sold ,,,"2,038 ftsq",782812, 06/23/1999 ,611000.0
19557,#2A,Sold ,3 beds,2 baths,"2,200 ftsq",782812, 02/15/2018 ,4300018.0
19558,#2B,Sold ,4 beds,2.5 baths,"2,210 ftsq",782812, 06/07/2016 ,3425000.0
19559,#3A,Sold ,2 beds,2.5 baths,"2,311 ftsq",782812, 06/15/2018 ,5700000.0
19560,#3B,Sold ,2 beds,2 baths,"2,293 ftsq",782812, 09/08/2016 ,4643225.0
19561,#4A,Sold ,2 beds,2.5 baths,"2,312 ftsq",782812, 09/08/2017 ,0.0
19562,#4B,Sold ,2 beds,2 baths,"2,254 ftsq",782812, 09/06/2017 ,5000000.0
19563,#4C,Sold ,1 bed,2 baths,"2,339 ftsq",782812, 10/02/2013 ,3700000.0
19564,#4D,Sold ,1 bed,2 baths,"2,298 ftsq",782812, 06/30/2010 ,2320000.0
19565,#4E,Sold ,2 beds,1.5 baths,"1,606 ftsq",782812, 06/10/2014 ,2550000.0
19566,#5B,Sold ,3 beds,3 baths,"3,275 ftsq",782812, 11/11/2016 ,6950000.0
19567,#5AB,Sold ,7 beds,6 baths,"6,900 ftsq",782812, 04/29/2011 ,9990000.0
19568,#5C,Sold ,,,"2,379 ftsq",782812, 05/25/2004 ,1901000.0
19569,#5D,Sold ,2 beds,1 bath,"2,300 ftsq",782812, 06/23/2011 ,1875990.0
19570,#6A,Sold ,3 beds,2 baths,"3,168 ftsq",782812, 10/12/2016 ,0.0
19571,#6B,Sold ,2 beds,2 baths,"3,199 ftsq",782812, 05/30/2014 ,6300000.0
19572,#6C,Sold ,,,"2,243 ftsq",782812, 12/07/1999 ,804500.0
19573,#UNK,Sold ,,,,782812, 05/24/2000 ,2100000.0
19574,#7ABPH,Sold ,,,"8,309 ftsq",782812, 09/29/2004 ,6850000.0
19575,#A,Sold ,,,"2,311 ftsq",779097, 09/14/2004 ,2125000.0
19576,#B,Sold ,,,"2,147 ftsq",779097, 12/10/2012 ,0.0
19577,#4,Sold ,1 bed,1 bath,"2,300 ftsq",779097, 02/06/2009 ,2550000.0
19578,#C,Sold ,,,"2,264 ftsq",779097, 08/23/2011 ,0.0
19579,#D,Sold ,,,"2,232 ftsq",779097, 02/17/2004 ,1550000.0
19580,#2C,Sold ,,,,785095, 10/08/2008 ,35000.0
19581,#1,Sold ,4 beds,1 bath,"4,000 ftsq",781432, 10/24/2018 ,5455000.0
19582,#3,Sold ,,,"2,625 ftsq",781432, 06/14/2012 ,0.0
19583,#6,Sold ,,,"3,474 ftsq",781432, 10/18/2018 ,5000000.0
19584,#O2,Sold ,,,,784097, 04/13/2015 ,3500000.0
19585,#O3,Sold ,,,,784097, 10/18/2010 ,2200000.0
19586,#O4,Sold ,,,,784097, 01/11/2013 ,1550000.0
19587,#O5,Sold ,,,,784097, 10/22/2010 ,2100000.0
19588,#O6,Sold ,,,,784097, 02/01/2011 ,1550000.0
19589,#O7,Sold ,,,,784097, 10/29/2010 ,1180000.0
19590,#R1,Sold ,,,,784097, 08/06/2010 ,3500000.0
19591,#RC,Sold ,,,,784097, 08/20/2010 ,880000.0
19592,#RM,Sold ,,,,784097, 08/06/2010 ,3500000.0
19593,#4NE,Sold ,3 beds,3.5 baths,"1,980 ftsq",778427, 11/30/2017 ,2600000.0
19594,#4W,Sold ,3 beds,4 baths,"3,163 ftsq",778427, 10/31/2016 ,3400000.0
19595,#4SE,Sold ,2 beds,3 baths,"2,590 ftsq",778427, 11/15/2016 ,3054750.0
19596,#4WEST,Sold ,3 beds,3 baths,"3,047 ftsq",778427, 11/01/2016 ,3490000.0
19597,#5NE,Sold ,3 beds,2 baths,"2,000 ftsq",778427, 10/29/2015 ,2800000.0
19598,#5SE,Sold ,3 beds,2 baths,"2,084 ftsq",778427, 07/31/2018 ,2800000.0
19599,#6NE,Sold ,,,"1,768 ftsq",778427, 12/11/2000 ,272000.0
19600,#6SE,Sold ,,,"1,900 ftsq",778427, 11/13/2000 ,271000.0
19601,#6NW,Sold ,,,"1,852 ftsq",778427, 04/15/2004 ,1525000.0
19602,#6SW,Sold ,3 beds,2 baths,"1,875 ftsq",778427, 06/23/2011 ,1625000.0
19603,#7NE,Sold ,,,"2,340 ftsq",778427, 04/30/2004 ,1323725.0
19604,#7SE,Sold ,3 beds,2.5 baths,"2,688 ftsq",778427, 08/02/2018 ,3918000.0
19605,#8E,Sold ,,,,778427, 12/27/2000 ,422500.0
19606,#8NE,Sold ,3 beds,1 bath,"2,254 ftsq",778427, 11/28/2012 ,1225000.0
19607,#8W,Sold ,3 beds,2.5 baths,"2,700 ftsq",778427, 07/14/2016 ,3775000.0
19608,#8SE,Sold ,3 beds,3 baths,"2,800 ftsq",778427, 06/19/2008 ,3775000.0
19609,#9W,Sold ,3 beds,2 baths,"2,700 ftsq",778427, 01/30/2008 ,2900000.0
19610,#9SE,Sold ,,,"2,470 ftsq",778427, 12/22/2000 ,391000.0
19611,#10NE,Sold ,,,"1,761 ftsq",778427, 11/17/2000 ,316500.0
